SignalCode/I:Mass/F:ZptCut/F:VptCut/F:minWindow/F:maxWindow/F:ZJets/F:sZJets
207  750  250 290   680  820 0.00  0.00
207  750  250 290   690  810 0.00  0.00
207  750  250 290   700  800 0.00  0.00
207  750  250 290   710  790 0.00  0.00
207  750  250 290   720  780 0.00  0.00
207  750  250 290   730  770 0.00  0.00
#
210 1000  250 300   895 1105 0.00  0.00
210 1000  250 300   905 1095 0.00  0.00
210 1000  250 300   915 1085 0.00  0.00
210 1000  250 300   925 1075 0.00  0.00
210 1000  250 300   935 1065 0.00  0.00
210 1000  250 300   945 1055 0.00  0.00
#
212 1250  290 310  1130 1370 0.00  0.00
212 1250  290 310  1140 1360 0.00  0.00
212 1250  290 310  1150 1350 0.00  0.00
212 1250  290 310  1160 1340 0.00  0.00
212 1250  290 310  1170 1330 0.00  0.00
212 1250  290 310  1180 1320 0.00  0.00
212 1250  290 310  1190 1310 0.00  0.00
212 1250  290 310  1200 1300 0.00  0.00
#
215 1500  310 340  1345 1805 0.00  0.00
215 1500  310 340  1355 1795 0.00  0.00
215 1500  310 340  1365 1785 0.00  0.00
215 1500  310 340  1375 1775 0.00  0.00
215 1500  310 340  1385 1765 0.00  0.00
215 1500  310 340  1395 1755 0.00  0.00
215 1500  310 340  1405 1745 0.00  0.00
215 1500  310 340  1415 1735 0.00  0.00
#
217 1750  330 350  1530 1970 0.00  0.00
217 1750  330 350  1540 1960 0.00  0.00
217 1750  330 350  1550 1950 0.00  0.00
217 1750  330 350  1560 1940 0.00  0.00
217 1750  330 350  1570 1930 0.00  0.00
217 1750  330 350  1580 1920 0.00  0.00
217 1750  330 350  1590 1910 0.00  0.00
217 1750  330 350  1600 1900 0.00  0.00
217 1750  330 350  1610 1890 0.00  0.00
217 1750  330 350  1620 1880 0.00  0.00
#
220 2000  350 370  1755 2245 0.00  0.00
220 2000  350 370  1765 2235 0.00  0.00
220 2000  350 370  1775 2225 0.00  0.00
220 2000  350 370  1785 2215 0.00  0.00
220 2000  350 370  1795 2205 0.00  0.00
220 2000  350 370  1805 2195 0.00  0.00
220 2000  350 370  1815 2185 0.00  0.00
220 2000  350 370  1825 2175 0.00  0.00
220 2000  350 370  1835 2165 0.00  0.00
220 2000  350 370  1845 2155 0.00  0.00
