Mass/F:Pi/F:SinX/F:Xsec/F:percentError/F
280	150	0.1000	3.8916e-03	2.192	
280	150	0.2000	1.7550e-02	2.192	
280	150	0.2500	2.8314e-02	2.192	
280	150	0.3333	5.0523e-02	2.192	
280	150	0.5000	1.1059e-01	2.192	
280	152	0.1000	3.9738e-03	2.192	
280	152	0.2000	1.8535e-02	2.192	
280	152	0.2500	2.9520e-02	2.192	
280	152	0.3333	5.3447e-02	2.192	
280	152	0.5000	1.1294e-01	2.192	
280	154	0.1000	4.1164e-03	2.192	
280	154	0.2000	1.9120e-02	2.192	
280	154	0.2500	3.0580e-02	2.192	
280	154	0.3333	5.5677e-02	2.192	
280	154	0.5000	1.1680e-01	2.192	
280	156	0.1000	4.2955e-03	2.192	
280	156	0.2000	2.0088e-02	2.192	
280	156	0.2500	3.2280e-02	2.192	
280	156	0.3333	5.7578e-02	2.192	
280	156	0.5000	1.2168e-01	2.192	
280	158	0.1000	4.4198e-03	2.192	
280	158	0.2000	2.0893e-02	2.192	
280	158	0.2500	3.3359e-02	2.192	
280	158	0.3333	6.0064e-02	2.192	
280	158	0.5000	1.2556e-01	2.192	
280	160	0.1000	4.5313e-03	2.192	
280	160	0.2000	2.1587e-02	2.192	
280	160	0.2500	3.5534e-02	2.192	
280	160	0.3333	6.2769e-02	2.192	
280	160	0.5000	1.3040e-01	2.192	
282	150	0.1000	3.7654e-03	2.192	
282	150	0.2000	1.6846e-02	2.192	
282	150	0.2500	2.6797e-02	2.192	
282	150	0.3333	4.7909e-02	2.192	
282	150	0.5000	1.0466e-01	2.192	
282	152	0.1000	3.8751e-03	2.192	
282	152	0.2000	1.7582e-02	2.192	
282	152	0.2500	2.8040e-02	2.192	
282	152	0.3333	5.0194e-02	2.192	
282	152	0.5000	1.0803e-01	2.192	
282	154	0.1000	3.9519e-03	2.192	
282	154	0.2000	1.8043e-02	2.192	
282	154	0.2500	2.9319e-02	2.192	
282	154	0.3333	5.2259e-02	2.192	
282	154	0.5000	1.1320e-01	2.192	
282	156	0.1000	4.0908e-03	2.192	
282	156	0.2000	1.8973e-02	2.192	
282	156	0.2500	3.0434e-02	2.192	
282	156	0.3333	5.4160e-02	2.192	
282	156	0.5000	1.1642e-01	2.192	
282	158	0.1000	4.2060e-03	2.192	
282	158	0.2000	1.9814e-02	2.192	
282	158	0.2500	3.1878e-02	2.192	
282	158	0.3333	5.6189e-02	2.192	
282	158	0.5000	1.2035e-01	2.192	
282	160	0.1000	4.3942e-03	2.192	
282	160	0.2000	2.0746e-02	2.192	
282	160	0.2500	3.3450e-02	2.192	
282	160	0.3333	5.8748e-02	2.192	
282	160	0.5000	1.2448e-01	2.192	
284	150	0.1000	3.6046e-03	2.192	
284	150	0.2000	1.5968e-02	2.192	
284	150	0.2500	2.5535e-02	2.192	
284	150	0.3333	4.6117e-02	2.192	
284	150	0.5000	1.0035e-01	2.192	
284	152	0.1000	3.6814e-03	2.192	
284	152	0.2000	1.6888e-02	2.192	
284	152	0.2500	2.6632e-02	2.192	
284	152	0.3333	4.7836e-02	2.192	
284	152	0.5000	1.0373e-01	2.192	
284	154	0.1000	3.7855e-03	2.192	
284	154	0.2000	1.7498e-02	2.192	
284	154	0.2500	2.7747e-02	2.192	
284	154	0.3333	4.9517e-02	2.192	
284	154	0.5000	1.0863e-01	2.192	
284	156	0.1000	3.9043e-03	2.192	
284	156	0.2000	1.8277e-02	2.192	
284	156	0.2500	2.9136e-02	2.192	
284	156	0.3333	5.1437e-02	2.192	
284	156	0.5000	1.1013e-01	2.192	
284	158	0.1000	4.0798e-03	2.192	
284	158	0.2000	1.8845e-02	2.192	
284	158	0.2500	3.0324e-02	2.192	
284	158	0.3333	5.4069e-02	2.192	
284	158	0.5000	1.1358e-01	2.192	
284	160	0.1000	4.2169e-03	2.192	
284	160	0.2000	1.9449e-02	2.192	
284	160	0.2500	3.1440e-02	2.192	
284	160	0.3333	5.6518e-02	2.192	
284	160	0.5000	1.1923e-01	2.192	
286	150	0.1000	3.4583e-03	2.192	
286	150	0.2000	1.5628e-02	2.192	
286	150	0.2500	2.4841e-02	2.192	
286	150	0.3333	4.4088e-02	2.192	
286	150	0.5000	9.7389e-02	2.192	
286	152	0.1000	3.5772e-03	2.192	
286	152	0.2000	1.6038e-02	2.192	
286	152	0.2500	2.5517e-02	2.192	
286	152	0.3333	4.5606e-02	2.192	
286	152	0.5000	9.9839e-02	2.192	
286	154	0.1000	3.6960e-03	2.192	
286	154	0.2000	1.6466e-02	2.192	
286	154	0.2500	2.6833e-02	2.192	
286	154	0.3333	4.7507e-02	2.192	
286	154	0.5000	1.0221e-01	2.192	
286	156	0.1000	3.7928e-03	2.192	
286	156	0.2000	1.7474e-02	2.192	
286	156	0.2500	2.7711e-02	2.192	
286	156	0.3333	4.9609e-02	2.192	
286	156	0.5000	1.0640e-01	2.192	
286	158	0.1000	3.8861e-03	2.192	
286	158	0.2000	1.7822e-02	2.192	
286	158	0.2500	2.8533e-02	2.192	
286	158	0.3333	5.1692e-02	2.192	
286	158	0.5000	1.0958e-01	2.192	
286	160	0.1000	4.0012e-03	2.192	
286	160	0.2000	1.8754e-02	2.192	
286	160	0.2500	3.0014e-02	2.192	
286	160	0.3333	5.4032e-02	2.192	
286	160	0.5000	1.1260e-01	2.192	
288	150	0.1000	3.3414e-03	2.192	
288	150	0.2000	1.4888e-02	2.192	
288	150	0.2500	2.3653e-02	2.192	
288	150	0.3333	4.2571e-02	2.192	
288	150	0.5000	9.1906e-02	2.192	
288	152	0.1000	3.4346e-03	2.192	
288	152	0.2000	1.5358e-02	2.192	
288	152	0.2500	2.4292e-02	2.192	
288	152	0.3333	4.3887e-02	2.192	
288	152	0.5000	9.5982e-02	2.192	
288	154	0.1000	3.5552e-03	2.192	
288	154	0.2000	1.5987e-02	2.192	
288	154	0.2500	2.5444e-02	2.192	
288	154	0.3333	4.5459e-02	2.192	
288	154	0.5000	9.8760e-02	2.192	
288	156	0.1000	3.6229e-03	2.192	
288	156	0.2000	1.6601e-02	2.192	
288	156	0.2500	2.6358e-02	2.192	
288	156	0.3333	4.7306e-02	2.192	
288	156	0.5000	1.0095e-01	2.192	
288	158	0.1000	3.7453e-03	2.192	
288	158	0.2000	1.7155e-02	2.192	
288	158	0.2500	2.7400e-02	2.192	
288	158	0.3333	4.9206e-02	2.192	
288	158	0.5000	1.0408e-01	2.192	
288	160	0.1000	3.8733e-03	2.192	
288	160	0.2000	1.7718e-02	2.192	
288	160	0.2500	2.8423e-02	2.192	
288	160	0.3333	5.1437e-02	2.192	
288	160	0.5000	1.0759e-01	2.192	
290	150	0.1000	3.2262e-03	2.192	
290	150	0.2000	1.4303e-02	2.192	
290	150	0.2500	2.2538e-02	2.192	
290	150	0.3333	4.0360e-02	2.192	
290	150	0.5000	8.8104e-02	2.192	
290	152	0.1000	3.3103e-03	2.192	
290	152	0.2000	1.4645e-02	2.192	
290	152	0.2500	2.3324e-02	2.192	
290	152	0.3333	4.1858e-02	2.192	
290	152	0.5000	9.0590e-02	2.192	
290	154	0.1000	3.3962e-03	2.192	
290	154	0.2000	1.5075e-02	2.192	
290	154	0.2500	2.4292e-02	2.192	
290	154	0.3333	4.3650e-02	2.192	
290	154	0.5000	9.3880e-02	2.192	
290	156	0.1000	3.4766e-03	2.192	
290	156	0.2000	1.5734e-02	2.192	
290	156	0.2500	2.5005e-02	2.192	
290	156	0.3333	4.4856e-02	2.192	
290	156	0.5000	9.7006e-02	2.192	
290	158	0.1000	3.6028e-03	2.192	
290	158	0.2000	1.6144e-02	2.192	
290	158	0.2500	2.6193e-02	2.192	
290	158	0.3333	4.6172e-02	2.192	
290	158	0.5000	9.9327e-02	2.192	
290	160	0.1000	3.6795e-03	2.192	
290	160	0.2000	1.6848e-02	2.192	
290	160	0.2500	2.7034e-02	2.192	
290	160	0.3333	4.8878e-02	2.192	
290	160	0.5000	1.0256e-01	2.192	
292	150	0.1000	3.1110e-03	2.192	
292	150	0.2000	1.3683e-02	2.192	
292	150	0.2500	2.1587e-02	2.192	
292	150	0.3333	3.8495e-02	2.192	
292	150	0.5000	8.4795e-02	2.192	
292	152	0.1000	3.1513e-03	2.192	
292	152	0.2000	1.4239e-02	2.192	
292	152	0.2500	2.2190e-02	2.192	
292	152	0.3333	4.0195e-02	2.192	
292	152	0.5000	8.6678e-02	2.192	
292	154	0.1000	3.2810e-03	2.192	
292	154	0.2000	1.4625e-02	2.192	
292	154	0.2500	2.3178e-02	2.192	
292	154	0.3333	4.1255e-02	2.192	
292	154	0.5000	9.1229e-02	2.192	
292	156	0.1000	3.3560e-03	2.192	
292	156	0.2000	1.5051e-02	2.192	
292	156	0.2500	2.3927e-02	2.192	
292	156	0.3333	4.3120e-02	2.192	
292	156	0.5000	9.3003e-02	2.192	
292	158	0.1000	3.4254e-03	2.192	
292	158	0.2000	1.5517e-02	2.192	
292	158	0.2500	2.4768e-02	2.192	
292	158	0.3333	4.4198e-02	2.192	
292	158	0.5000	9.5909e-02	2.192	
