Rho/F:Pi/F:SinX/F:Xsec/F
150 100 0.3333333333 0.000815557
150 110 0.3333333333 0.000806194
150 120 0.3333333333 0.000812164
150 130 0.3333333333 0.000813114
150 140 0.3333333333 0.000818135
150 150 0.3333333333 0.000812029
150 50 0.3333333333 0.000789367
150 60 0.3333333333 0
150 70 0.3333333333 0.000806872
150 80 0.3333333333 0.000811215
150 90 0.3333333333 0
160 100 0.3333333333 0.0485127
160 110 0.3333333333 0.0515253
160 120 0.3333333333 0.0536015
160 130 0.3333333333 0.0557591
160 140 0.3333333333 0.0580118
160 150 0.3333333333 0.0588395
160 160 0.3333333333 0.0603458
160 50 0.3333333333 0.02007
160 60 0.3333333333 0.0221327
160 70 0.3333333333 0.0254845
160 80 0.3333333333 0.0305596
160 90 0.3333333333 0.0380231
170 100 0.3333333333 0.0520002
170 110 0.3333333333 0.0654752
170 120 0.3333333333 0.0686506
170 130 0.3333333333 0.0717175
170 140 0.3333333333 0.0741058
170 150 0.3333333333 0.0767383
170 160 0.3333333333 0.0782039
170 170 0.3333333333 0.0782582
170 50 0.3333333333 0.025593
170 60 0.3333333333 0.0281713
170 70 0.3333333333 0.0316181
170 80 0.3333333333 0.0354855
170 90 0.3333333333 0.0419856
180 100 0.3333333333 0.176546
180 110 0.3333333333 0.194594
180 120 0.3333333333 0.217527
180 130 0.3333333333 0.224176
180 140 0.3333333333 0.228247
180 150 0.3333333333 0.232318
180 160 0.3333333333 0.237068
180 170 0.3333333333 0.240325
180 180 0.3333333333 0.239782
180 50 0.3333333333 0.0248738
180 60 0.3333333333 0.0275471
180 70 0.3333333333 0.0308582
180 80 0.3333333333 0.0379553
180 90 0.3333333333 0.101816
190 100 0.3333333333 0.148727
190 110 0.3333333333 0.246567
190 120 0.3333333333 0.264208
190 130 0.3333333333 0.283884
190 140 0.3333333333 0.292026
190 150 0.3333333333 0.302882
190 160 0.3333333333 0.307089
190 170 0.3333333333 0.307496
190 180 0.3333333333 0.312517
190 190 0.3333333333 0.311567
190 50 0.3333333333 0.0229604
190 60 0.3333333333 0.0250231
190 70 0.3333333333 0.0279949
190 80 0.3333333333 0.0334772
190 90 0.3333333333 0.0526787
200 100 0.3333333333 0.0962791
200 110 0.3333333333 0.170711
200 120 0.3333333333 0.268008
200 125 0.3333333333 0.278863
200 130 0.3333333333 0.285377
200 140 0.3333333333 0.296505
200 150 0.3333333333 0.304918
200 160 0.3333333333 0.310753
200 170 0.3333333333 0.316181
200 180 0.3333333333 0.322152
200 190 0.3333333333 0.323102
200 200 0.3333333333 0.323916
200 50 0.3333333333 0.0204636
200 60 0.3333333333 0.0221734
200 70 0.3333333333 0.0247245
200 80 0.3333333333 0.0288091
200 90 0.3333333333 0.0383217
210 100 0.3333333333 0.0502633
210 110 0.3333333333 0.104299
210 120 0.3333333333 0.178853
210 130 0.3333333333 0.263122
210 140 0.3333333333 0.28022
210 150 0.3333333333 0.28877
210 160 0.3333333333 0.293655
210 170 0.3333333333 0.298133
210 180 0.3333333333 0.302611
210 190 0.3333333333 0.308446
210 200 0.3333333333 0.30926
210 210 0.3333333333 0.308446
210 50 0.3333333333 0.0181024
210 60 0.3333333333 0.0194051
210 70 0.3333333333 0.0210878
210 80 0.3333333333 0.0246567
210 90 0.3333333333 0.0302882
220 100 0.3333333333 0.0336943
220 110 0.3333333333 0.0724095
220 120 0.3333333333 0.107488
220 130 0.3333333333 0.17641
220 140 0.3333333333 0.24711
220 150 0.3333333333 0.25973
220 160 0.3333333333 0.263937
220 170 0.3333333333 0.270586
220 180 0.3333333333 0.278049
220 190 0.3333333333 0.280763
220 200 0.3333333333 0.278185
220 210 0.3333333333 0.281849
220 220 0.3333333333 0.283342
220 50 0.3333333333 0.015904
220 60 0.3333333333 0.0170711
220 70 0.3333333333 0.018713
220 80 0.3333333333 0.0206535
220 90 0.3333333333 0.024616
230 100 0.3333333333 0.025783
230 110 0.3333333333 0.0419449
230 120 0.3333333333 0.0730066
230 130 0.3333333333 0.105222
230 140 0.3333333333 0.167454
230 150 0.3333333333 0.225126
230 160 0.3333333333 0.232861
230 170 0.3333333333 0.242496
230 180 0.3333333333 0.244938
