Mass/F:Xsec/F:percentError/F
172	1.0657e-01	1.885	
173	1.2578e-01	1.896	
174	1.5219e-01	1.907	
175	1.8067e-01	1.918	
176	2.1505e-01	1.929	
177	2.5071e-01	1.940	
178	2.8697e-01	1.951	
179	3.2523e-01	1.962	
180	3.6477e-01	1.973	
190	7.2912e-01	2.082	
200	9.6146e-01	2.192	
210	1.0363e+00	2.192	
220	1.0147e+00	2.192	
230	9.6924e-01	2.192	
240	8.9261e-01	2.192	
250	8.1179e-01	2.192	
260	7.2379e-01	2.192	
270	6.5674e-01	2.192	
280	5.7951e-01	2.192	
290	5.1348e-01	2.192	
300	4.5654e-01	2.192	
310	4.1027e-01	2.214	
320	3.6676e-01	2.236	
330	3.2374e-01	2.258	
340	2.8996e-01	2.280	
350	2.5801e-01	2.302	
360	2.3317e-01	2.324	
370	2.0890e-01	2.346	
380	1.8905e-01	2.368	
390	1.6967e-01	2.390	
400	1.5321e-01	2.412	
410	1.3841e-01	2.434	
420	1.2511e-01	2.456	
430	1.1426e-01	2.478	
440	1.0316e-01	2.500	
450	9.5190e-02	2.522	
460	8.5818e-02	2.544	
470	7.8794e-02	2.566	
480	7.3153e-02	2.588	
490	6.7383e-02	2.610	
500	6.1365e-02	2.632	
510	5.6379e-02	2.654	
520	5.1779e-02	2.676	
530	4.7938e-02	2.698	
540	4.4083e-02	2.720	
550	4.0842e-02	2.742	
560	3.7538e-02	2.763	
570	3.4803e-02	2.785	
580	3.2567e-02	2.807	
590	3.0308e-02	2.829	
600	2.8177e-02	2.851	
610	2.6206e-02	2.873	
620	2.4133e-02	2.895	
630	2.2761e-02	2.917	
640	2.1264e-02	2.939	
650	1.9925e-02	2.961	
660	1.8557e-02	2.982	
670	1.7334e-02	3.004	
680	1.6377e-02	3.026	
690	1.5222e-02	3.048	
700	1.4477e-02	3.070	
710	1.3382e-02	3.089	
720	1.2558e-02	3.108	
730	1.1854e-02	3.127	
740	1.1204e-02	3.146	
750	1.0530e-02	3.164	
760	9.9225e-03	3.183	
770	9.4052e-03	3.202	
780	8.8461e-03	3.221	
790	8.3411e-03	3.240	
800	7.9261e-03	3.259	
810	7.4154e-03	3.278	
820	7.0727e-03	3.297	
830	6.6701e-03	3.316	
840	6.3635e-03	3.335	
850	6.0151e-03	3.353	
860	5.6685e-03	3.372	
870	5.3742e-03	3.391	
880	5.1626e-03	3.410	
890	4.8817e-03	3.429	
900	4.6480e-03	3.448	
910	4.3569e-03	3.464	
920	4.1731e-03	3.480	
930	3.9394e-03	3.496	
940	3.7865e-03	3.513	
950	3.5604e-03	3.529	
960	3.4211e-03	3.545	
970	3.2492e-03	3.561	
980	3.1102e-03	3.577	
990	2.9773e-03	3.593	
1000	2.7964e-03	3.609	
1010	2.7020e-03	3.626	
1020	2.5987e-03	3.642	
1030	2.4041e-03	3.658	
1040	2.3279e-03	3.674	
1050	2.2078e-03	3.690	
1060	2.1104e-03	3.706	
1070	2.0019e-03	3.723	
1080	1.9255e-03	3.739	
1090	1.8260e-03	3.755	
1100	1.7380e-03	3.771	
1110	1.6720e-03	3.787	
1120	1.6050e-03	3.804	
1130	1.5380e-03	3.821	
1140	1.4616e-03	3.837	
1150	1.4142e-03	3.853	
1160	1.3421e-03	3.870	
1170	1.2913e-03	3.886	
1180	1.2264e-03	3.903	
1190	1.1887e-03	3.919	
1200	1.1233e-03	3.936	
1210	1.0863e-03	3.953	
1220	1.0352e-03	3.969	
1230	9.9936e-04	3.986	
1240	9.5655e-04	4.002	
1250	9.1672e-04	4.018	
1260	8.7869e-04	4.035	
1270	8.4071e-04	4.051	
1280	8.0217e-04	4.068	
1290	7.8066e-04	4.085	
1300	7.4864e-04	4.101	
1310	7.1053e-04	4.113	
1320	6.8534e-04	4.125	
1330	6.6721e-04	4.137	
1340	6.3102e-04	4.149	
1350	6.0830e-04	4.160	
1360	5.8563e-04	4.172	
1370	5.6072e-04	4.184	
1380	5.3679e-04	4.196	
1390	5.1662e-04	4.208	
1400	5.0385e-04	4.220	
1410	4.7812e-04	4.232	
1420	4.5684e-04	4.244	
1430	4.3999e-04	4.256	
1440	4.2774e-04	4.268	
1450	4.0604e-04	4.280	
1460	3.9551e-04	4.291	
1470	3.7843e-04	4.303	
1480	3.6340e-04	4.315	
1490	3.4708e-04	4.327	
1500	3.3474e-04	4.339	
1510	3.2326e-04	4.351	
1520	3.1284e-04	4.363	
1530	2.9941e-04	4.375	
1540	2.8853e-04	4.387	
1550	2.8117e-04	4.400	
1560	2.6995e-04	4.412	
1570	2.5574e-04	4.424	
1580	2.4674e-04	4.436	
1590	2.3556e-04	4.448	
1600	2.2769e-04	4.460	
1610	2.2273e-04	4.472	
1620	2.1360e-04	4.484	
1630	2.0613e-04	4.496	
1640	1.9817e-04	4.508	
1650	1.8962e-04	4.521	
1660	1.8238e-04	4.533	
1670	1.7797e-04	4.545	
1680	1.7183e-04	4.557	
1690	1.6426e-04	4.569	
1700	1.5844e-04	4.581	
1710	1.5213e-04	4.594	
1720	1.4812e-04	4.607	
1730	1.4284e-04	4.621	
1740	1.3701e-04	4.634	
1750	1.3269e-04	4.647	
1760	1.2772e-04	4.661	
1770	1.2209e-04	4.674	
1780	1.1847e-04	4.687	
1790	1.1464e-04	4.700	
1800	1.1086e-04	4.713	
1810	1.0671e-04	4.727	
1820	1.0362e-04	4.740	
1830	9.9817e-05	4.753	
1840	9.6737e-05	4.767	
1850	9.2344e-05	4.780	
1860	8.9168e-05	4.793	
1870	8.6164e-05	4.806	
1880	8.3166e-05	4.819	
1890	8.0886e-05	4.833	
1900	7.8611e-05	4.846	
1910	7.4032e-05	4.859	
1920	7.2572e-05	4.873	
1930	7.0408e-05	4.886	
1940	6.8794e-05	4.900	
1950	6.5662e-05	4.913	
1960	6.3298e-05	4.927	
1970	6.1048e-05	4.941	
1980	5.9345e-05	4.954	
1990	5.6998e-05	4.968	
2000	5.5736e-05	4.981	
